,avg_hit_angle,avg_hit_speed,fbld,avg_hr_distance,ev95percent,brl_pa,ba,est_ba,slg,est_slg,woba,est_woba,Age,HR,OBP,OPS,HR_per_PA,RBI_per_PA,SO_per_PA,SH_per_PA,SF_per_PA,IBB_per_PA,CHR_per_PA,AS__2,AS__3,Tm__ATL,Tm__BAL,Tm__BOS,Tm__CHC,Tm__CHW,Tm__CIN,Tm__CLE,Tm__COL,Tm__DET,Tm__HOU,Tm__KCR,Tm__LAA,Tm__LAD,Tm__MIA,Tm__MIL,Tm__MIN,Tm__NYM,Tm__NYY,Tm__OAK,Tm__PHI,Tm__PIT,Tm__SDP,Tm__SEA,Tm__SFG,Tm__STL,Tm__TBR,Tm__TEX,Tm__TOR,Tm__TOT,Tm__WSN
205,14.1,87.9,90.2,385.0,33.3,3.5,0.258,0.255,0.433,0.381,0.308,0.29,31.0,13,0.28600000000000003,0.718,0.02114803625377644,0.13119533527696792,0.22448979591836735,0.0,0.008746355685131196,0.0,0.037900874635568516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
206,19.3,85.1,89.7,390.0,25.2,3.4,0.252,0.236,0.453,0.366,0.332,0.294,31.0,14,0.32,0.773,0.039647577092511016,0.11797752808988764,0.2050561797752809,0.008426966292134831,0.0056179775280898875,0.0056179775280898875,0.03932584269662921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,10.9,91.7,94.8,398.0,43.1,6.2,0.262,0.265,0.399,0.417,0.312,0.322,23.0,10,0.324,0.723,0.045454545454545456,0.11633663366336634,0.2995049504950495,0.0,0.007425742574257425,0.012376237623762377,0.024752475247524754,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,12.0,88.3,92.4,391.0,34.8,5.2,0.248,0.239,0.409,0.422,0.328,0.33,31.0,15,0.345,0.754,0.028169014084507043,0.1315136476426799,0.2555831265508685,0.0,0.007444168734491315,0.01240694789081886,0.03722084367245657,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,10.0,89.8,92.7,404.0,35.1,3.4,0.264,0.272,0.363,0.402,0.315,0.335,25.0,5,0.344,0.7070000000000001,0.030911901081916538,0.07042253521126761,0.19718309859154928,0.0,0.011267605633802818,0.0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,21.0,91.2,97.4,407.0,46.9,8.3,0.199,0.205,0.4270000000000001,0.441,0.319,0.327,28.0,24,0.307,0.7340000000000001,0.06366459627329192,0.1391304347826087,0.3282608695652174,0.0,0.010869565217391304,0.002173913043478261,0.05217391304347826,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,11.8,84.3,89.6,380.0,23.3,1.9,0.262,0.25,0.422,0.364,0.326,0.303,31.0,7,0.333,0.755,0.02247191011235955,0.0958904109589041,0.23013698630136986,0.005479452054794521,0.005479452054794521,0.00821917808219178,0.019178082191780823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212,11.2,83.1,90.1,405.0,26.2,3.5,0.236,0.229,0.383,0.354,0.28800000000000003,0.277,24.0,9,0.281,0.665,0.01607717041800643,0.0967741935483871,0.28225806451612906,0.016129032258064516,0.010752688172043012,0.0,0.024193548387096774,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,13.5,88.0,94.5,404.0,39.0,5.4,0.225,0.218,0.399,0.374,0.316,0.302,26.0,16,0.318,0.7170000000000001,0.036324786324786335,0.09389671361502347,0.3380281690140845,0.002347417840375587,0.002347417840375587,0.0,0.03755868544600939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
214,10.9,90.1,92.1,411.0,40.4,3.6,0.239,0.215,0.35600000000000004,0.344,0.28800000000000003,0.274,29.0,9,0.295,0.652,0.024615384615384612,0.10803324099722991,0.2880886426592798,0.00554016620498615,0.002770083102493075,0.0,0.024930747922437674,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,15.6,88.6,91.6,373.0,31.1,3.7,0.211,0.215,0.365,0.35100000000000003,0.284,0.282,28.0,11,0.28300000000000003,0.648,0.029255319148936167,0.08266666666666667,0.30666666666666664,0.0,0.008,0.0026666666666666666,0.029333333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,15.9,92.3,97.9,409.0,46.3,10.9,0.276,0.257,0.5479999999999999,0.506,0.37,0.345,23.0,17,0.329,0.877,0.0502092050209205,0.13428571428571429,0.3142857142857143,0.0,0.002857142857142857,0.005714285714285714,0.04857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,12.5,89.7,92.6,388.0,39.6,4.4,0.318,0.289,0.534,0.457,0.379,0.345,23.0,31,0.363,0.897,0.033707865168539325,0.1547945205479452,0.1095890410958904,0.0,0.009589041095890411,0.0013698630136986301,0.04246575342465753,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.9,87.5,92.1,397.0,36.2,5.6,0.338,0.324,0.531,0.528,0.391,0.391,26.0,24,0.396,0.928,0.03625377643504532,0.13389121338912133,0.09762900976290098,0.0041841004184100415,0.009762900976290097,0.015341701534170154,0.03347280334728033,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8.4,88.5,91.4,376.0,28.9,2.0,0.318,0.29,0.449,0.406,0.358,0.338,32.0,15,0.376,0.825,0.01511879049676026,0.10601719197707736,0.10458452722063037,0.0014326647564469914,0.004297994269340974,0.0,0.02148997134670487,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11.6,90.1,93.5,394.0,42.9,6.0,0.298,0.28600000000000003,0.5329999999999999,0.488,0.37,0.355,33.0,39,0.35,0.882,0.035493827160493825,0.14405594405594405,0.13986013986013987,0.0,0.006993006993006993,0.011188811188811189,0.05454545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,8.3,82.9,86.7,399.0,17.4,1.2,0.261,0.251,0.35,0.326,0.278,0.27,29.0,7,0.292,0.642,0.009538950715421305,0.08064516129032258,0.14076246334310852,0.01466275659824047,0.007331378299120235,0.002932551319648094,0.010263929618768328,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6.9,88.2,92.2,399.0,33.8,4.6,0.319,0.302,0.499,0.481,0.371,0.36,26.0,20,0.368,0.867,0.019434628975265017,0.09221902017291066,0.14553314121037464,0.005763688760806916,0.002881844380403458,0.001440922190201729,0.02881844380403458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.7,88.4,90.8,394.0,33.0,3.2,0.301,0.293,0.435,0.424,0.34,0.34,22.0,15,0.358,0.794,0.04564315352697095,0.11403508771929824,0.1286549707602339,0.0043859649122807015,0.021929824561403508,0.0043859649122807015,0.021929824561403508,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11.3,88.8,92.6,400.0,32.7,3.9,0.294,0.264,0.446,0.406,0.348,0.324,23.0,21,0.35600000000000004,0.802,0.015748031496062992,0.12378303198887343,0.17107093184979139,0.0,0.004172461752433936,0.0,0.02920723226703755,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10.9,89.2,90.1,392.0,34.0,1.7,0.29600000000000004,0.281,0.455,0.385,0.342,0.317,31.0,14,0.345,0.8,0.02552552552552553,0.13312693498452013,0.10681114551083591,0.0046439628482972135,0.007739938080495356,0.0030959752321981426,0.021671826625386997,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14.7,90.3,94.8,405.0,43.0,7.2,0.294,0.295,0.5329999999999999,0.534,0.366,0.375,23.0,37,0.343,0.8759999999999999,0.04782608695652174,0.13793103448275862,0.1724137931034483,0.0,0.007183908045977011,0.01293103448275862,0.05316091954022988,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,12.0,91.5,94.6,410.0,44.3,7.7,0.268,0.285,0.457,0.53,0.331,0.3720000000000001,36.0,31,0.32299999999999995,0.78,0.03616352201257862,0.18307692307692308,0.11538461538461539,0.0,0.009230769230769232,0.009230769230769232,0.047692307692307694,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,18.7,89.4,92.7,411.0,39.4,6.8,0.294,0.264,0.57,0.476,0.386,0.34700000000000003,25.0,41,0.362,0.932,0.05441176470588235,0.1910919540229885,0.14798850574712644,0.0,0.011494252873563218,0.014367816091954023,0.05890804597701149,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14.4,90.1,93.7,399.0,39.8,6.9,0.3,0.294,0.521,0.516,0.371,0.373,37.0,32,0.358,0.879,0.043701799485861184,0.1625,0.103125,0.0,0.0046875,0.009375,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,14.5,88.4,92.5,398.0,34.9,6.1,0.265,0.27,0.436,0.471,0.318,0.337,30.0,29,0.31,0.746,0.04094488188976378,0.12351190476190477,0.17113095238095238,0.001488095238095238,0.011904761904761904,0.002976190476190476,0.043154761904761904,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,12.9,88.0,90.3,396.0,32.9,2.4,0.312,0.29,0.462,0.418,0.355,0.335,23.0,11,0.363,0.825,0.04496124031007752,0.12297734627831715,0.10032362459546926,0.0016181229773462784,0.006472491909385114,0.0016181229773462784,0.01779935275080906,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10.3,89.7,92.9,410.0,39.4,5.9,0.293,0.28600000000000003,0.468,0.476,0.349,0.355,29.0,25,0.353,0.82,0.048888888888888885,0.14388489208633093,0.17985611510791366,0.0,0.012949640287769784,0.010071942446043165,0.03597122302158273,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,10.9,90.6,91.8,385.0,42.8,3.7,0.269,0.279,0.397,0.42,0.321,0.343,32.0,13,0.34600000000000003,0.7440000000000001,0.011940298507462687,0.1301169590643275,0.1476608187134503,0.0,0.013157894736842105,0.013157894736842105,0.019005847953216373,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18.3,87.0,90.6,381.0,30.8,2.9,0.28800000000000003,0.268,0.484,0.423,0.35600000000000004,0.33,34.0,28,0.348,0.831,0.03588907014681892,0.12223858615611193,0.16936671575846834,0.0,0.004418262150220913,0.0,0.041237113402061855,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5.4,84.7,88.9,380.0,29.5,2.2,0.266,0.28800000000000003,0.381,0.391,0.311,0.329,32.0,11,0.331,0.7120000000000001,0.022140221402214017,0.08320251177394035,0.12401883830455258,0.009419152276295133,0.0031397174254317113,0.0031397174254317113,0.01726844583987441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,10.2,91.0,94.9,399.0,43.8,6.0,0.308,0.304,0.512,0.519,0.3720000000000001,0.378,22.0,26,0.365,0.877,0.03588907014681892,0.10480349344978165,0.19359534206695778,0.0,0.002911208151382824,0.00727802037845706,0.03784570596797671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,18.3,90.7,94.4,399.0,41.3,8.6,0.273,0.272,0.521,0.539,0.35,0.362,30.0,36,0.318,0.84,0.029542097488921712,0.14306569343065692,0.21021897810218979,0.0,0.010218978102189781,0.008759124087591242,0.052554744525547446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,16.5,90.1,93.4,391.0,41.3,6.7,0.278,0.293,0.499,0.516,0.363,0.38,28.0,30,0.359,0.8590000000000001,0.04153846153846154,0.14644970414201183,0.15976331360946747,0.0,0.0029585798816568047,0.014792899408284023,0.04437869822485207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,9.6,86.1,89.0,393.0,25.3,2.2,0.29100000000000004,0.264,0.416,0.377,0.315,0.294,35.0,11,0.32,0.736,0.02152317880794702,0.1095890410958904,0.11643835616438356,0.003424657534246575,0.010273972602739725,0.005136986301369863,0.018835616438356163,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,13.5,85.0,88.6,373.0,25.3,2.3,0.276,0.251,0.447,0.35600000000000004,0.319,0.278,26.0,20,0.304,0.7509999999999999,0.04385964912280702,0.11725293132328309,0.1373534338358459,0.008375209380234505,0.008375209380234505,0.0033500837520938024,0.03350083752093802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,14.1,90.7,93.7,405.0,42.6,7.0,0.259,0.273,0.498,0.512,0.37,0.385,30.0,34,0.366,0.865,0.03448275862068965,0.12645348837209303,0.1438953488372093,0.0,0.007267441860465116,0.0,0.04941860465116279,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4.8,90.4,93.0,418.0,47.5,3.8,0.348,0.343,0.495,0.494,0.391,0.397,27.0,11,0.416,0.911,0.011730205278592377,0.10393700787401575,0.12598425196850394,0.012598425196850394,0.009448818897637795,0.0031496062992125984,0.01732283464566929,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,18.4,87.5,94.1,400.0,35.7,5.8,0.268,0.239,0.546,0.458,0.37,0.33,29.0,42,0.34,0.8859999999999999,0.04822695035460993,0.14327062228654125,0.19971056439942114,0.002894356005788712,0.00723589001447178,0.008683068017366137,0.060781476121562955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,12.3,93.6,97.1,405.0,50.4,11.3,0.316,0.338,0.563,0.68,0.398,0.456,33.0,38,0.393,0.956,0.030245746691871456,0.15905743740795286,0.17083946980854198,0.0,0.007363770250368188,0.022091310751104567,0.055964653902798235,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,14.5,86.9,90.6,404.0,33.5,5.1,0.324,0.302,0.552,0.485,0.394,0.366,29.0,29,0.381,0.933,0.051034482758620686,0.12792511700468018,0.15912636505460218,0.0046801872074883,0.0062402496099844,0.0062402496099844,0.0452418096723869,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,16.8,90.6,93.1,399.0,41.1,7.0,0.34700000000000003,0.328,0.595,0.573,0.408,0.406,31.0,25,0.39,0.985,0.0387858347386172,0.17869415807560138,0.0979381443298969,0.0,0.013745704467353952,0.01718213058419244,0.0429553264604811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,12.0,87.4,93.0,410.0,34.7,4.9,0.267,0.263,0.454,0.416,0.32,0.31,24.0,25,0.298,0.752,0.047407407407407405,0.1267387944358578,0.2117465224111283,0.0,0.00463678516228748,0.0,0.03863987635239567,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,14.8,89.5,92.0,393.0,40.1,4.5,0.271,0.276,0.438,0.457,0.34,0.353,28.0,18,0.348,0.7859999999999999,0.0290519877675841,0.11160714285714286,0.17559523809523808,0.0,0.00744047619047619,0.0,0.026785714285714284,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,14.4,88.2,93.3,409.0,37.8,7.9,0.268,0.265,0.499,0.518,0.333,0.34700000000000003,31.0,35,0.304,0.8029999999999999,0.04068522483940043,0.16071428571428573,0.23214285714285715,0.0,0.017857142857142856,0.008928571428571428,0.052083333333333336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,11.9,89.6,94.2,403.0,40.5,5.4,0.255,0.264,0.4270000000000001,0.436,0.311,0.325,23.0,25,0.306,0.733,0.038523274478330656,0.13968253968253969,0.16825396825396827,0.0,0.006349206349206349,0.011111111111111112,0.03968253968253968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,9.8,90.5,94.3,401.0,43.0,5.5,0.28800000000000003,0.293,0.434,0.49,0.341,0.368,29.0,14,0.362,0.7959999999999999,0.02112676056338028,0.13029315960912052,0.11074918566775244,0.0,0.013029315960912053,0.011400651465798045,0.02280130293159609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,16.4,89.0,92.4,402.0,36.4,6.5,0.292,0.268,0.544,0.486,0.391,0.365,26.0,32,0.385,0.928,0.04630969609261939,0.16124260355029585,0.15976331360946747,0.0,0.004437869822485207,0.011834319526627219,0.047337278106508875,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3.6,91.6,95.4,403.0,44.2,6.7,0.266,0.266,0.433,0.451,0.326,0.339,26.0,25,0.328,0.7609999999999999,0.03725782414307005,0.15592203898050974,0.19790104947526238,0.0,0.005997001499250375,0.0074962518740629685,0.037481259370314844,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,13.9,89.1,93.6,400.0,39.5,4.7,0.275,0.272,0.469,0.452,0.34700000000000003,0.348,29.0,23,0.343,0.8109999999999999,0.032171581769437,0.11918604651162791,0.21220930232558138,0.007267441860465116,0.010174418604651164,0.0,0.03343023255813953,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,10.4,86.5,89.9,382.0,31.4,1.3,0.263,0.268,0.374,0.359,0.308,0.31,32.0,9,0.33,0.703,0.017114914425427872,0.08945686900958466,0.134185303514377,0.006389776357827476,0.004792332268370607,0.001597444089456869,0.01437699680511182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,13.1,88.3,93.6,397.0,37.6,5.9,0.271,0.262,0.502,0.463,0.336,0.32299999999999995,22.0,33,0.29600000000000004,0.7979999999999999,0.04608294930875576,0.13924050632911392,0.21360759493670886,0.0,0.006329113924050633,0.0,0.05221518987341772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,8.1,88.6,92.0,401.0,37.0,3.5,0.28800000000000003,0.273,0.4320000000000001,0.403,0.324,0.313,29.0,16,0.325,0.758,0.024439918533604887,0.11260504201680673,0.14789915966386555,0.0033613445378151263,0.010084033613445379,0.005042016806722689,0.02689075630252101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,9.1,87.6,90.7,387.0,27.9,2.9,0.307,0.294,0.4270000000000001,0.4320000000000001,0.342,0.342,33.0,8,0.36,0.787,0.03314917127071823,0.09982788296041308,0.10843373493975904,0.0,0.0034423407917383822,0.0017211703958691911,0.013769363166953529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,15.7,90.8,95.5,409.0,40.6,8.3,0.263,0.266,0.529,0.537,0.373,0.383,33.0,42,0.35700000000000004,0.8859999999999999,0.05680119581464872,0.18091168091168092,0.19658119658119658,0.0,0.011396011396011397,0.004273504273504274,0.05982905982905983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,4.7,90.5,94.3,404.0,43.2,5.2,0.285,0.268,0.446,0.431,0.336,0.327,30.0,22,0.335,0.782,0.01876675603217158,0.12703101920236337,0.2363367799113737,0.0,0.004431314623338257,0.0029542097488921715,0.03249630723781388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,8.6,89.3,94.4,409.0,37.9,6.6,0.261,0.257,0.457,0.461,0.353,0.355,26.0,29,0.359,0.815,0.054054054054054064,0.11021505376344086,0.239247311827957,0.0,0.0013440860215053765,0.002688172043010753,0.038978494623655914,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,15.7,90.0,93.9,389.0,41.8,6.4,0.289,0.28600000000000003,0.476,0.507,0.35100000000000003,0.365,37.0,27,0.35100000000000003,0.826,0.02298850574712644,0.14098360655737704,0.14754098360655737,0.0,0.004918032786885246,0.013114754098360656,0.04426229508196721,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8.9,88.5,92.4,404.0,34.2,4.1,0.27,0.269,0.433,0.423,0.313,0.316,26.0,21,0.3,0.7340000000000001,0.03382663847780127,0.11475409836065574,0.19344262295081968,0.001639344262295082,0.00819672131147541,0.001639344262295082,0.03442622950819672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,10.4,86.2,91.0,400.0,30.2,2.4,0.266,0.266,0.376,0.3670000000000001,0.295,0.295,27.0,7,0.303,0.679,0.02531645569620253,0.09075342465753425,0.1541095890410959,0.005136986301369863,0.005136986301369863,0.0,0.011986301369863013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,14.7,92.0,97.6,405.0,49.2,8.3,0.284,0.285,0.5489999999999999,0.561,0.403,0.41,30.0,37,0.404,0.953,0.06653225806451613,0.14142857142857143,0.17,0.002857142857142857,0.004285714285714286,0.008571428571428572,0.05285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,7.0,84.5,87.7,390.0,15.0,0.5,0.29100000000000004,0.268,0.381,0.332,0.319,0.29600000000000004,25.0,3,0.35100000000000003,0.732,0.015320334261838441,0.050173010380622836,0.11764705882352941,0.00865051903114187,0.0034602076124567475,0.00865051903114187,0.005190311418685121,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,12.4,85.6,90.2,383.0,27.2,2.2,0.241,0.239,0.399,0.35600000000000004,0.284,0.273,26.0,20,0.274,0.6729999999999999,0.01809954751131222,0.10737179487179487,0.21794871794871795,0.01282051282051282,0.00641025641025641,0.009615384615384616,0.03205128205128205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,16.9,90.8,93.4,403.0,41.5,4.2,0.27,0.276,0.45,0.459,0.342,0.355,26.0,20,0.348,0.797,0.04132231404958678,0.13137557959814528,0.18083462132921174,0.0,0.012364760432766615,0.0030911901081916537,0.030911901081916538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,16.1,89.6,94.0,395.0,41.7,5.8,0.256,0.269,0.43,0.465,0.329,0.35,29.0,24,0.336,0.7659999999999999,0.04307692307692308,0.11703703703703704,0.21185185185185185,0.0,0.0044444444444444444,0.01037037037037037,0.035555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,1.3,88.8,91.7,398.0,35.9,2.3,0.304,0.281,0.391,0.385,0.327,0.32299999999999995,33.0,5,0.355,0.745,0.01837270341207349,0.06878306878306878,0.11816578483245149,0.005291005291005291,0.007054673721340388,0.0,0.008818342151675485,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,16.8,90.5,93.2,394.0,40.9,6.4,0.275,0.275,0.493,0.483,0.353,0.35700000000000004,31.0,27,0.339,0.8320000000000001,0.03867403314917127,0.14469453376205788,0.1720257234726688,0.0,0.012861736334405145,0.001607717041800643,0.04340836012861737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9.4,88.0,91.8,392.0,33.7,3.3,0.285,0.273,0.435,0.424,0.334,0.331,34.0,18,0.349,0.784,0.011904761904761904,0.14218009478672985,0.1848341232227488,0.0,0.009478672985781991,0.014218009478672985,0.02843601895734597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,8.6,90.1,93.2,427.0,41.2,6.3,0.298,0.28,0.505,0.472,0.361,0.34600000000000003,30.0,25,0.35,0.855,0.02621722846441948,0.15822784810126583,0.20411392405063292,0.0,0.0015822784810126582,0.00949367088607595,0.03955696202531646,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,12.7,90.0,92.5,386.0,38.5,5.2,0.295,0.27,0.513,0.435,0.358,0.325,39.0,29,0.337,0.85,0.0275049115913556,0.15682967959527824,0.1703204047217538,0.0,0.006745362563237774,0.006745362563237774,0.048903878583473864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
